Label,EmailText,EmailText_uk
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,Тільки кістковий мозок. Ср. на &lt;#&gt; до 2 ага.
ham,I went to ur hon lab but no one is there.,"Я пішов до вашої лабораторії, але там нікого немає."
ham,I cant pick the phone right now. Pls send a message,"Я не можу взяти трубку прямо зараз. Будь ласка, надішліть повідомлення."
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,"Привіт, люди... $700 або $900 за 5 ночей... Відмінне розташування з кошиком для сніданку!!!"
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,"<Переслано з 21870000>Привіт - це ваше SMS-сповіщення про повідомлення поштової скриньки. У вас є 40 збігів. Будь ласка, передзвоніть на 09056242159, щоб отримати свої повідомлення та збіги cc100p/min"
ham,How come?,Як так?
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,"Lol! Ні, не так вже й погано, дякую. Добре бути вдома, але це була справжня перевірка реальності. Як пройшов твій день? Щось робив з сайтом?"
ham,Ok lor...,"Гаразд, пане..."
ham,I'm coming home 4 dinner.,Я повернуся додому о четвертій вечора.
ham,S da..al r above  &lt;#&gt;,Справа вище &lt;#&gt;;
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only ÃÂ¥ÃÂ£1.50/wk.""","БЕЗКОШТОВНИЙ ТЕЛЕФОН просто відправте \POLYS\"" на номер 87131. Потім щотижня отримуйте нову мелодію. 0870737910216yrs лише 1.50 GBP/тиждень""."
ham,Unni thank you dear for the recharge..Rakhesh,"дякую тобі, люба, за підзарядку... Рахеш"
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,"Я знаю, що мені бракує більшості деталей цієї конкретної драматичної бурі, але здебільшого мене це не турбує"
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,"Хаха... Вони не можуть що ... Щонайбільше tmr-штраф ... ха-ха, то як?"
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!","Привіт! Радий, що тобі вже краще. Я чув, ти купив собі цифрову камеру, вона хороша? Ми виходимо о дев'ятій вечора. Гарного вам Нового року!"
ham,No way I'm going back there!,Я нізащо туди не повернуся!
spam,"URGENT! Your mobile No 077xxx WON a ÃÂ¥ÃÂ£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm","ТЕРМІНОВО! Ваш мобільний № 077xxx виграв приз у розмірі 2,000 фунтів стерлінгів 02/06/03! Це 2-а спроба додзвонитися до ВАС! Телефонуйте на 09066362206 якомога швидше! BOX97N7QP, 150ppm"
ham,I WILL CAL YOU SIR. In meeting,"Я ПОДЗВОНЮ ВАМ, СЕР. На зустрічі"
ham,"That's what I love to hear :V see you sundayish, then","Це те, що я люблю чути :V Побачимося в неділю, тоді"
ham,"Sorry da thangam, very very sorry i am held up with prasad.","Вибачте, да Танґам, дуже, дуже шкода, що я затримався з прасадом."
ham,Tiwary to rcb.battle between bang and kochi.,Тивари на rcb.битва між бангом і кочі.
ham,Thank god they are in bed!,"Слава Богу, вони вже в ліжку!"
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,"Ні, у мене немає раку. Мами роблять з мухи слона зі звичайного обстеження, відомого як мазок з папіломи."
ham,Am in gobi arts college,Я навчаюся в коледжі мистецтв Гобі
ham,Why she wants to talk to me,Чому вона хоче поговорити зі мною
ham,Pandy joined 4w technologies today.he got job..,Панді приєднався до 4w technologies сьогодні. Він влаштувався на роботу.
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ÃÂ¥ÃÂ£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","Ви гарантовано отримаєте новітній телефон Nokia, MP3-плеєр iPod на 40 ГБ або приз у розмірі 500 фунтів стерлінгів! Txt-слово: COLLECT на номер: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,"They can try! They can get lost, in fact. Tee hee","Нехай спробують! Вони можуть загубитися, насправді. Ті-хі"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,"Привіт! Ви щойно розмовляли з Манешею В. Ми хотіли б дізнатися, чи задоволені ви отриманим досвідом. Дайте відповідь безкоштовно ""Так"" або ""Ні""."
ham,My friends use to call the same.,Мої друзі називали так само.
ham,"Sorry, I'll call later","Вибач, я передзвоню пізніше."
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing","Ем, це olowoyey@ usc.edu, гарно провести час в Аргентині. Не сумую за секретаркою, все, що трапляється - благословення"
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",Це таксомоторний масаж ....tie-pos argh ok! Смішно!
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.","Привіт, чи можу я, будь ласка, отримати у вас позику в доларах. Я поверну вам до середини лютого. Будь ласка."
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management","Можливо, ви захочете зняти більше грошей про всяк випадок і просто планувати не витрачати їх, якщо зможете, я не дуже довіряю управлінню грошима Дерека і Тейлор."
ham,Do you like shaking your booty on the dance floor?,Ви любите трясти сідницями на танцполі?
ham,"Text me when you get off, don't call, my phones having problems","Напиши мені, коли вийдеш, не дзвони, у мене проблеми з телефоном"
ham,No need for the drug anymore.,Потреба в ліках відпала.
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,"Вибач, тату, я багато разів збирався тобі подзвонити, але був трохи зайнятий, зателефоную тобі опівдні..."
ham,Its sarcasm.. .nt scarcasim,Його сарказм...nt scarcasim
ham,Great! I have to run now so ttyl!,"Чудово! Я мушу бігти, так швидко!"
ham,Feel like trying kadeem again? :V,Хочеш спробувати Кадіма ще раз?
ham,Dai  &lt;#&gt;  naal eruku.,Dai &lt;#&gt; naal eruku.
ham,Not yet chikku..wat abt u?,Ще ні. Що з тобою?
ham,Ok...,Гаразд...
ham,Want to finally have lunch today?,Хочеш нарешті пообідати сьогодні?
ham,Do you know when dad will be back?,"Ти знаєш, коли тато повернеться?"
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?","Привіт, дорогенька, як ти сьогодні? Я б хотіла з тобою поспілкуватися, чому б тобі не розповісти мені, як ти виглядаєш і чим ти захоплюєшся в сексі?"
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,"8007 БЕЗКОШТОВНО протягом 1-го тижня! No1 Nokia тональність 4 твого мобільного щотижня, просто відправляй смс NOKIA на 8007 Отримуй та розповідай друзям www.getzed.co.uk POBox 36504 W4 5WQ норма 150р/тональність 16+."
ham,He remains a bro amongst bros,Він залишається братом серед братів
ham,R u meeting da ge at nite tmr?,Зустрічаєтесь вночі?
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.","* День був чудовий і, що вражає, я була розсудливою, пішла додому раніше і зараз почуваюся добре. Чи я просто зануда?! Коли твій, я не пам'ятаю."
ham,Why de. You looking good only:-)..,Чому? Ти просто гарно виглядаєш:-)...
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp ÃÂ¥ÃÂ£1.50/msg,Хочеш переспати 2 ночі? Хочеш отримувати реальні місця для знайомств прямо на свій мобільний? Приєднуйтесь до найбільшої мережі знайомств у Великобританії. Напишіть PARK на номер 69696 зараз! Nyt. ec2a. 3lp GBP1.50/msg
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,ми намагалися зв'язатися з вами щодо вашої відповіді на нашу пропозицію нового nokia fone та відеокамери натисніть кнопку відповісти або зателефонуйте на 08000930705 для доставки
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,Так. Вони відповіли на мій лист. Пізніше я піду до керівництва. Плюс до банку теж пізніше. Або в середу.
ham,"That's cool, I'll come by like  &lt;#&gt; ish","Це круто, я зайду як-небудь"
ham,Super msg da:)nalla timing.,Супер повідомлення від:)nalla timing.
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?","Добрий день, мій хлопчику ... Як ти сьогодні почуваєшся? Сподіваюся, краще? Ти мій хороший хлопчик? Ти мій слухняний раб? Догоджаєш своїй королеві?"
ham,I am 6 ft. We will be a good combination!,У мене зріст 6 футів. Ми будемо гарною комбінацією!
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,Я хворий!!! Я потребую!!! Я хочу тебе!! *Де ти?! *Я хочу свого раба! Я хочу його зараз!!
ham,* Am on a train back from northampton so i'm afraid not!,"* Я їду потягом з Нортгемптона, тож боюся, що ні!"
ham,Where in abj are you serving. Are you staying with dad or alone.,Де в Абьеї ви служите. Ти живеш з татом чи сам.
ham,Was playng 9 doors game and gt racing on phone lol,"Я грав у гру 9 дверей та гонки на телефоні, лол."
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message","Нові композиції цього тижня включають: 1)McFly - All Ab..., 2) Sara Jorge - Shock... 3) Вілл Сміт - Перемикач... Для замовлення дотримуйтесь інструкцій у наступному повідомленні"
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.","Розкрита справа: Чоловіка знайшли вбитим у &lt;ДЕКАДРА&gt; після полудня. 1. Його дружина викликала поліцію. 2, Поліція допитала всіх. 3, Дружина: Сер, я спала, коли сталося вбивство. 4. Кухар: Я готував їжу. 5. Садівник: Я збирав овочі. 6. Покоївка: Я ходила на другу пошту. 7. діти: Ми пішли грати. 8. Сусід: Ми йшли на весілля. Поліція негайно заарештувала вбивцю. Хто це? Відповідай аргументовано, якщо ти розумний."
ham,I'm on da bus going home...,Я їду додому на автобусі...
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,Мені подзвонили зі стаціонарного номера. . . Мене попросили приїхати в Анну Нагар. . . Я поїду після обіду.
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,Я в порядку. Гонитва за мрією. Це добре. Що ти будеш робити далі.
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,Ага... Я вже забронював місця на 4 вихідних...
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a ÃÂ¥ÃÂ£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,"ТЕРМІНОВО! Ми намагаємося зв'язатися з U. Сьогоднішній розіграш показав, що ви ГАРАНТОВАНО виграли приз у розмірі 800 фунтів стерлінгів. Зателефонуйте на номер 09050003091 зі стаціонарного телефону. Претензія C52. Дійсний лише 12 годин"
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,"Існує багато моделей.. соні еріксон також є.. &lt;#&gt; ..це виглядає добре, але я забув modl немає"
ham,Okie,Гаразд.
ham,Yes I know the cheesy songs from frosty the snowman :),"Так, я знаю ці дурнуваті пісеньки від сніговика Фрості :)"
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..","Добре, Віккі відповість за кілька хвилин і відповість вам..."
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,спортивні фанати - отримуйте останні спортивні новини str* 2 ур мобільний 1 тиждень БЕЗКОШТОВНО ПЛЮС БЕЗКОШТОВНИЙ ТЕЛЕФОН Txt SPORT ON на 8007 www.getzed.co.uk 0870141701216+ норма 4txt/120p
ham,Hey tmr meet at bugis 930 ?,"Ей, Tmr, зустрінемося в Bugis 930?"
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm","Терміново, терміново! У нас є 800 БЕЗКОШТОВНИХ перельотів до Європи, зателефонуйте B4 10 вересня та візьміть з собою 4 друзів БЕЗКОШТОВНО. Телефонуйте зараз, щоб подати заявку на 09050000555. BA128NNFWFLY150ppm"
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,"Всі ці гарні нові сорочки, і єдине, з чим я можу їх носити - це нудистська тематика ;_; ти в му?"
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,"Гей, сексуальні булочки! Що з тим днем? Сьогодні вранці від тебе нічого не чути на YM ... :-( ... Я думаю про тебе."
ham,And whenever you and i see we can still hook up too.,"І коли ми з тобою побачимось, ми також зможемо зустрітись."
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,"Ні, я зараз додому, а потім піду заправлюсь... Скоро дощ піде..."
ham,Can you use foreign stamps for whatever you send them off for? ,"Чи можете ви використовувати іноземні марки для того, для чого ви їх відправляєте?"
spam,FROM 88066 LOST ÃÂ¥ÃÂ£12 HELP,З 88066 ВТРАТИЛИ £12 ДОПОМОГИ
ham,Oh baby of the house. How come you dont have any new pictures on facebook,"О, домашнє дитя. Чому в тебе немає нових фотографій на фейсбуці?"
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""","Лютий - це день ""Я люблю тебе"". Надішліть це всім своїм ""ЦІННИМ ДРУЗЯМ"", навіть мені. Якщо 3 повернеться, ти одружишся з людиною, яку кохаєш! Якщо проігноруєш - втратиш кохану назавжди!"""
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.","Привіт, вибач, що не було сигналу. Я його не бачив і не чув, що саме по собі незвично! Я візьмуся за справу і змушу його розібратися з цим! Обіймаю і цілую."
ham,"Omw back to tampa from west palm, you hear what happened?","Повернувшись до Тампи з Вест Палм, ви чули, що сталося?"
ham,Yup no more already... Thanx 4 printing n handing it up.,"Так, вже ні... Дякую, що роздрукував і передав."
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,"FreeMsg: Хочете пофліртувати? Відправте повідомлення DATE зараз і приєднуйтесь до найшвидше зростаючого мобільного сервісу знайомств у Великобританії. Вартість SMS лише 25 пенсів, щоб відмовитись від SMS на номер 83021. Відповісти DATE зараз!"
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,"Я маю на увазі, чи виганяють вас, коли фільм закінчується, чи кажуть, що ви можете дивитися стільки фільмів, скільки хочете."
ham,S now only i took tablets . Reaction morning only.,Тепер тільки я приймаю таблетки. Реакція тільки вранці.
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,Чудова НОВА пропозиція - ПОДВІЙНІ хвилини та ПОДВІЙНИЙ текст на найкращих тарифах Orange та отримайте найновіші телефони з камерами 4 БЕЗКОШТОВНО! Телефонуйте до MobileUpd8 безкоштовно на 08000839402 ЗАРАЗ! або 2stoptxt Загальні положення та умови
ham,"Nah, I'm a perpetual DD","Ні, я вічний ДД."
ham,Sorry de i went to shop.,"Вибач, я ходила в магазин."
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,"Сподіваємось, вам сподобався наш новий контент. щоб відписатися, надішліть стоп на номер 61610. help:08712400602450p Надано tones2you.co.uk"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.","Коли наші милі негідники сердяться на вас, не сприймайте це серйозно... Бо гніватися - це найдитячіший і найвірніший спосіб виявити глибоку прихильність, турботу і любов... кеттода манда... Доброго дня, тату."
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,"Гей, ти все ще хочеш піти на йогасану? Бо якщо ми закінчимо в кіно, то зможемо скупатися і попаритися в лазні."
ham,Nope i'm not drivin... I neva develop da photos lei...,"Ні, я не їду... Я не проявляю фотографії..."
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,"Думаю спуститися в реґістр на практичні заняття... Викинув свій аванс. Ха-ха, коли ти йдеш?"
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,"Круто. Я довжиною в дюйми. сподіваюся, вам подобаються великі!"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","Покоївка - це вбивця, тому що чоловік був убитий першого січня... У державне свято всі державні установи зачинені, в тому числі і пошта.. зрозуміло?"
ham,Okie.. Thanx..,Гаразд. Дякую.
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,"18 днів до початку Євро2004! Ми будемо інформувати Вас про всі останні новини та результати щодня. Щоб відмовитись від підписки, надішліть GET EURO STOP на номер 83222."
ham,Go where n buy? Juz buy when we get there lar.,"Куди ми їдемо купувати? Купимо, коли приїдемо."
ham,Ok lor...,"Гаразд, пане..."
ham,I'm working technical support :)voice process.,Я працюю в технічній підтримці :)голосовий процес.
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,"Минуло лише більше тижня, як ми розлучилися, а наші мізки вже перетворилися на кашу!"
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.","Тунде, як справи? Це просто побажання гарного дня. Абіола."
ham,Nope... C ÃÂ_ then...,Ні... Тоді...
ham,No. But we'll do medical missions to nigeria,Ні. Але ми поїдемо з медичною місією в Нігерію.
ham,No i am not having not any movies in my laptop,"Ні, я не маю жодного фільму в моєму ноутбуці"
ham,Whatsup there. Dont u want to sleep,Привіт. Не хочеш спати?
spam,Urgent Please call 09066612661 from landline. ÃÂ¥ÃÂ£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ Ã¢ÂÂ°ÃÂÃÂ,"Терміново, будь ласка, телефонуйте на 09066612661 зі стаціонарного телефону. 5000 фунтів стерлінгів готівкою або розкішний відпочинок на Канарських островах 4* чекають на інкасацію. Нагорода T&Cs SAE. 20M12AQ. 150 проміле. 16+"
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or ÃÂ¥ÃÂ£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR","Терміново! Будь ласка, зателефонуйте за номером 09066612661 зі стаціонарного телефону, ваш безкоштовний відпочинок у готелі 4* Lux Costa Del Sol або 1000 фунтів стерлінгів готівкою чекають на інкасацію. ppm 150 SAE T&Cs James 28, EH74RR"
ham,I havent lei.. Next mon can?,Я не маю... Наступну банку?
ham,Mm feeling sleepy. today itself i shall get that dear,Я хочу спати. Сьогодні ж дістану ту дорогу.
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,"Як ти смієш, дурню? Я тобі нічого не скажу. Послухай, що я тобі скажу після того, як я не буду з тобою розмовляти:-."
ham,Do ÃÂ_ noe if ben is going?,"Ви не знаєте, чи поїде Бен?"
ham,Can you do a mag meeting this avo at some point?,Чи не могли б ви провести зустріч з журналом в цей час?
ham,I meant middle left or right?,Я мав на увазі середину зліва чи справа?
ham,Really? I crashed out cuddled on my sofa.,"Справді? Я відключився, притиснувшись до дивана."
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,"Привіт, Чачі, я намагався додзвонитися до вас, але не зміг. Будь ласка, надішліть мені пропущений дзвінок, як тільки ви надішлете повідомлення Kanagu"
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,","Я надіслав вам ціни, а ви маєте на увазі &lt;#&gt; g,"
ham,Are you this much buzy,"Ти що, так хвилюєшся?"
ham,Nothing. Can...,Нічого. Може...
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,"Я не знаю тебе, а ти не знаєш мене. Надішліть ЧАТ на номер 86688 і давайте знайдемо один одного! Лише 150 пенсів за SMS. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 років і старше."
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,"Ні, я працюю над дзвінкою річчю, але маю цілий будинок, повний кричущих дітей, так що я рву на собі волосся! Люблю тебе."
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,"Але моя сім'я ні на що не реагує. Зараз я в кімнаті, не пішов додому на Дівалі, але ніхто мені не подзвонив і не запитав, чому я не приїжджаю. Це змушує мене почуватися так, ніби я померла."
ham,"Tick, tick, tick ... Babe","Тік-так, тік-так, тік-так ... Крихітко."
ham,R ÃÂ_ going 4 today's meeting?,Ти йдеш на сьогоднішню зустріч?
ham,K da:)how many page you want?,Скільки сторінок ви хочете?
ham,Ya had just now.onion roast.,Ти щойно їв цибулеву печеню.
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,"Надішліть його номер і дайте відповідь завтра вранці, чому ви йому це сказали, добре?"
ham,You said not now. No problem. When you can. Let me know.,"Ти сказав, не зараз. Без проблем. Коли зможеш. Дайте мені знати."
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,"Гаразд, але скажи мені, що ти прийдеш за півгодини, мені треба підготуватися."
ham,Play w computer? Aiyah i tok 2 u lor?,Грати в комп'ютер? Аія і ток 2 улор?
ham,Sat right? Okay thanks... ,"Сів правильно? Добре, дякую..."
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with","Дурень. Що гірше, чувак, який завжди хоче тусуватися, чи чувак, який подає скаргу на трьох наркоманів, з якими він живе"
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,"Гаразд, китайська їжа на підході. Коли я погладшаю, ти заплатиш за мою ліпосакцію."
ham,We r outside already.,Ми вже на вулиці.
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,"Щасливої дороги. Обережно. Пам'ятай, що коли ти повернешся, ми повинні вирішити питання про Великдень."
ham,Yo we are watching a movie on netflix,"Йоу, ми дивимося фільм на netflix"
ham,What time. IÃ¢ÂÂ°ÃÂÃÂ·m out until prob 3 or so,О котрій? Я вийду десь до третьої спроби.
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...","Можна мені? А то дехто буде сваритися... Правда, я не проти... Щось я не помітив, щоб ти схудла... Боже..."
ham,I dont thnk its a wrong calling between us,"Я не думаю, що між нами щось не так."
ham,I am not sure about night menu. . . I know only about noon menu,Я не впевнений щодо нічного меню. . . Я знаю тільки про денне меню.
ham,ARR birthday today:) i wish him to get more oscar.,У ARR сьогодні день народження :) бажаю йому отримати побільше Оскарів.
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","Скажи це повільно. БОЖЕ, Я ЛЮБЛЮ ТЕБЕ, Я ПОТРІБЕН ТИ, ОЧИСТИ МОЄ СЕРЦЕ СВОЄЮ КРОВ'Ю. Надішліть це Десятьом особливим людям, щоб завтра сталося диво, зробіть це, будь ласка, будь ласка, зробіть це..."
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!","Відкрийте rebtel у браузері Firefox. Коли він завантажиться, просто поставте знак плюс на місці імені користувача, і він покаже вам два числа. Нижнє число - це мій номер. Після того, як ви виберете цей номер, пін буде відображатися нормально!"
ham, and  picking them up from various points, і забирати їх з різних точок
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,Заміжні місцеві жінки шукають стриманих стосунків прямо зараз! 5 реальних збігів миттєво на ваш телефон. Текст MATCH на 69969 Msg коштує 150p 2 стоп txt stop BCMSFWC1N3XX
ham,Wow v v impressed. Have funs shopping!,"Ого, я вражений. Приємного шопінгу!"
ham,I am on the way to ur home,Я їду до тебе додому.
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,Burger King - Хочеш пограти у футбол на найкращому стадіоні? Придбайте 2 Burger King до 1 вересня та візьміть Large або Super з Coca-Cola і вийдіть переможцем
ham,No problem. Talk to you later,Без проблем. Поговоримо пізніше.
ham,Then ur sis how?,А твоя сестра як?
ham,Still in customer place,Все ще на місці клієнта
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,"Чому так швидко дитина, яка боїться темряви, перетворюється на підлітка, який хоче не виходити на вулицю всю ніч?"
ham,"Dude u knw also telugu..thts gud..k, gud nyt..","Чувак, ти знав ще й телуґу, це добре, добре..."
ham,We confirm eating at esplanade?,Ми підтверджуємо харчування на еспланаді?
ham,Send me your id and password,Надішліть мені свій ідентифікатор та пароль
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,Типу того. Відвіз її в гараж. Центральна частина вихлопної труби потребує заміни. Я замовив деталь і завтра вранці відвезу її в майстерню.
spam,"For ur chance to win a ÃÂ¥ÃÂ£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.","Отримайте шанс виграти 250 фунтів стерлінгів готівкою щотижня TXT: ACTION на 80608. T's&C's www.movietrivia.tv custody 08712405022, 1x150p/тиждень."
ham,Well I might not come then...,"Тоді я, мабуть, не прийду..."
ham,Long after I quit. I get on only like 5 minutes a day as it is.,"Задовго після того, як я кинув. Я і так виходжу на зв'язок лише 5 хвилин на день."
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,"Тоді це, швидше за все, називається Міттельшмерц. Погугли. Якщо у вас немає парацетамолу, не хвилюйтеся, він пройде."
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,"Що ж, зараз мені доведеться встати і перевірити сьогоднішні розпродажі/пісяти, тому напишіть мені, коли захочете, щоб я за вами заїхав."
ham,"Just arrived, see you in a couple days &lt;3","Щойно приїхали, побачимося через пару днів &lt;3"
ham,"K, wat s tht incident?","К, ти бачив, що сталося?"
ham,Yeah get the unlimited,"Так, отримайте безліміт"
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,"Тоді я думаю, що цього достатньо... У мене ще є висновок, зміст і список літератури... Я зроблю зміст і обкладинку."
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?","Забув, що мені потрібно 3 роки, щоб прийняти душ, вибач. Де ти? Твій телефон ще не розрядився?"
